timestamp,signal,ml_probability,multiplier,strike_distance_pct,recent_move_pct,time_remaining_sec,futures_trend,spread_pct,veto_reason
2026-06-14T21:50:39.882559+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.003704,561,1,0.0113,ml_low_confidence:0.3769
2026-06-14T21:50:40.013446+00:00,ENTER_NO,0.3769,1.0376,0.0038,0.002256,560,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:40.700117+00:00,ENTER_NO,0.3769,1.0376,0.0038,0.002256,560,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:40.701849+00:00,ENTER_NO,0.3769,1.0399,0.004,0.00203,560,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:40.703286+00:00,ENTER_NO,0.3769,1.0655,0.0065,0.004597,560,1,0.0065,ml_low_confidence:0.3769
2026-06-14T21:50:40.704716+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.003704,560,1,0.0227,ml_low_confidence:0.3769
2026-06-14T21:50:41.700063+00:00,ENTER_NO,0.3769,1.0391,0.0039,0.001949,559,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:41.701961+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.003704,559,1,0.0113,ml_low_confidence:0.3769
2026-06-14T21:50:41.703803+00:00,ENTER_NO,0.3769,1.0365,0.0036,0.002143,559,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:41.705200+00:00,ENTER_NO,0.3769,1.0643,0.0064,0.004481,559,1,0.0077,ml_low_confidence:0.3769
2026-06-14T21:50:42.700238+00:00,ENTER_NO,0.3769,1.0353,0.0035,0.00203,558,1,0.0592,ml_low_confidence:0.3769
2026-06-14T21:50:42.702099+00:00,ENTER_NO,0.3769,1.0389,0.0039,0.001933,558,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:42.703593+00:00,ENTER_NO,0.3769,1.062,0.0062,0.004254,558,1,0.0076,ml_low_confidence:0.3769
2026-06-14T21:50:43.701473+00:00,ENTER_NO,0.369,1.0407,0.0041,0.002111,557,1,0.0809,ml_low_confidence:0.3690
2026-06-14T21:50:43.703123+00:00,ENTER_NO,0.369,1.0487,0.0049,0.004132,557,1,0.0227,ml_low_confidence:0.3690
2026-06-14T21:50:43.704429+00:00,ENTER_NO,0.369,1.0365,0.0036,0.002143,557,1,0.0706,ml_low_confidence:0.3690
2026-06-14T21:50:43.705708+00:00,ENTER_NO,0.369,1.0638,0.0064,0.004434,557,1,0.0097,ml_low_confidence:0.3690
2026-06-14T21:50:44.700373+00:00,ENTER_NO,0.369,1.0365,0.0036,0.002143,556,1,0.0592,ml_low_confidence:0.3690
2026-06-14T21:50:44.702382+00:00,ENTER_NO,0.369,1.0458,0.0046,0.003847,556,1,0.0227,ml_low_confidence:0.3690
2026-06-14T21:50:44.705299+00:00,ENTER_NO,0.369,1.0613,0.0061,0.004184,556,1,0.0088,ml_low_confidence:0.3690
2026-06-14T21:50:44.708589+00:00,ENTER_NO,0.369,1.0408,0.0041,0.002127,556,1,0.069,ml_low_confidence:0.3690
2026-06-14T21:50:45.701860+00:00,ENTER_NO,0.369,1.0418,0.0042,0.002225,555,1,0.0809,ml_low_confidence:0.3690
2026-06-14T21:50:45.946350+00:00,ENTER_NO,0.369,1.043,0.0043,0.003562,555,1,0.0227,ml_low_confidence:0.3690
2026-06-14T21:50:45.975294+00:00,ENTER_NO,0.369,1.0342,0.0034,0.001918,555,1,0.0359,ml_low_confidence:0.3690
