"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Settlement","","","2026-06-17T08:30:03.385Z","","","","","","KXXRP15M-26JUN170430-30","","","","","","","0","0.00","5","38.00","no","0.00","","",""
"Settlement","","","2026-06-17T08:30:03.384Z","","","","","","KXHYPE15M-26JUN170430-30","","","","","","","0","0.00","5","39.00","yes","5.00","","",""
"Settlement","","","2026-06-17T08:30:03.384Z","","","","","","KXDOGE15M-26JUN170430-30","","","","","","","0","0.00","5","38.00","no","0.00","","",""
"Settlement","","","2026-06-17T08:30:03.383Z","","","","","","KXETH15M-26JUN170430-30","","","","","","","0","0.00","5","40.00","no","0.00","","",""
"Settlement","","","2026-06-17T08:30:03.382Z","","","","","","KXBNB15M-26JUN170430-30","","","","","","","0","0.00","5","40.00","no","0.00","","",""
"Order","Filled","","2026-06-17T08:15:55.086Z","","","","","","KXXRP15M-26JUN170430-30","90b84ca8-643d-49d9-be28-c10a63f28e0d","5","0","","","","","","","","","","","",""
"Trade","","5","2026-06-17T08:15:55.086Z","4:15am EDT","","","0.08","","KXXRP15M-26JUN170430-30","90b84ca8-643d-49d9-be28-c10a63f28e0d","","","Yes","Taker","38","","","","","","","","",""
"Order","Partially Filled / Partially Canceled","","2026-06-17T08:15:52.082Z","","","","","","KXSOL15M-26JUN170430-30","0766926a-c34c-4170-8361-ce6be0065e40","1","0","","","","","","","","","","","",""
"Trade","","1","2026-06-17T08:15:52.082Z","4:15am EDT","","","0.01","","KXSOL15M-26JUN170430-30","0766926a-c34c-4170-8361-ce6be0065e40","","","Yes","Taker","40","","","","","","","","",""
"Order","Filled","","2026-06-17T08:15:47.083Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","5","0","","","","","","","","","","","",""
